id,name,full_name,birth_date,age,height_cm,weight_kgs,nationality_id,overall_rating,potential,value_euro,wage_euro,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,release_clause_euro
215245,A. Hunou,Adrien Hunou,1994-01-19,25,175.26,66.2,54,73,76,5000000.0,21000.0,Right,1,3,3,Medium/ Medium,9900000.0
146637,Dani Giménez,Daniel Giménez Hernández,1983-07-30,35,182.88,77.1,134,73,73,1600000.0,7000.0,Right,1,2,1,Medium/ Medium,2600000.0
189388,D. Diekmeier,Dennis Diekmeier,1989-10-20,29,187.96,78.9,58,73,73,3200000.0,6000.0,Right,2,2,3,High/ Medium,5100000.0
187084,M. Diouf,Mame Biram Diouf,1987-12-16,31,185.42,78.9,127,73,73,3900000.0,37000.0,Right,2,3,3,High/ Medium,7300000.0
242380,Stephen Eustáquio,Stephen Antunes Eustáquio,1996-12-21,22,152.4,68.0,120,73,84,6000000.0,13000.0,Right,1,3,2,Medium/ Medium,1.14E7
162508,O. Kucher,Oleksandr Kucher,1982-10-22,36,182.88,77.1,150,73,73,950000.0,8000.0,Right,1,3,2,Low/ High,1900000.0
214988,L. Miranda,Leonel Miranda,1994-01-07,25,172.72,69.9,7,73,77,4400000.0,9000.0,Right,1,2,3,Medium/ Medium,6900000.0
216778,Rúben Semedo,Rúben Afonso Borges Semedo,1994-04-04,24,187.96,83.9,120,73,79,4700000.0,18000.0,Right,1,3,2,Medium/ Medium,""
189899,V. Wormgoor,Vito Wormgoor,1988-11-16,30,187.96,81.2,105,73,73,3100000.0,5000.0,Right,1,3,2,Medium/ High,3900000.0
18122,N. Penneteau,Nicolas Penneteau,1981-02-28,38,185.42,86.2,54,73,73,270000.0,6000.0,Left,2,3,1,Medium/ Medium,405000.0
204234,Edgar Badía,Edgar Badía Guardiola,1992-02-12,27,154.94,78.9,134,73,76,3500000.0,5000.0,Right,1,3,1,Medium/ Medium,5700000.0
232905,J. Ito,伊东 纯也,1993-03-09,25,175.26,68.0,80,73,75,4900000.0,9000.0,Right,1,3,3,High/ Medium,""
229321,Amilton,Amilton Minervino da Silva,1989-08-12,29,172.72,66.2,19,73,73,4000000.0,12000.0,Right,1,3,4,High/ Medium,""
212424,W. Trapp,Wil Trapp,1993-01-15,26,172.72,68.0,152,73,77,4300000.0,6000.0,Right,1,2,3,Medium/ Medium,6800000.0
186567,K. Adénon,Abdul Khaled Akiola Adénon,1985-07-28,33,154.94,72.1,15,73,73,2300000.0,14000.0,Right,1,4,2,Medium/ Medium,4600000.0
176071,D. McCarty,Dax McCarty,1987-04-30,31,175.26,68.0,152,73,73,2700000.0,7000.0,Right,1,3,3,Medium/ High,4000000.0
219591,S. Simič,Stefan Simič,1995-01-20,24,187.96,78.9,38,73,81,5000000.0,44000.0,Right,1,3,2,Medium/ High,""
210111,José Rodríguez,José Rodríguez Martínez,1994-12-16,24,154.94,74.8,134,73,78,4500000.0,17000.0,Right,1,3,3,Medium/ Medium,""
203455,O. Kragl,Oliver Kragl,1990-05-12,28,154.94,77.1,58,73,73,4000000.0,4000.0,Left,1,4,3,High/ Medium,6300000.0
176062,S. Kljestan,Sacha Klještan,1985-09-09,33,185.42,77.1,152,73,73,3100000.0,7000.0,Right,2,4,3,Medium/ High,4500000.0
214462,I. Arboleda,Iván Mauricio Arboleda,1996-04-21,22,185.42,76.2,30,73,80,4099999.9999999995,8000.0,Right,1,2,1,Medium/ Medium,7000000.0
241084,L. Díaz,Luis Fernando Díaz Marulanda,1997-01-13,22,154.94,73.0,30,73,84,7000000.0,3000.0,Right,1,4,3,High/ Medium,1.12E7
202428,B. Wood,Bobby Shou Wood,1992-11-15,26,154.94,78.9,152,73,76,5000000.0,13000.0,Right,1,3,3,High/ Medium,""
192955,M. Klich,Mateusz Klich,1990-06-13,28,182.88,82.1,119,73,73,4000000.0,35000.0,Right,1,3,3,High/ Medium,7500000.0
153275,J. Leca,Jean-Louis Leca,1985-09-21,33,154.94,74.8,54,73,73,2300000.0,7000.0,Right,1,3,1,Medium/ Medium,4000000.0
205243,M. Wagué,Molla Wagué,1991-02-21,28,190.5,87.1,95,73,75,3900000.0,19000.0,Right,1,3,2,Low/ Medium,""
230330,Nivo Serpinho,Nivaldo Mateus Serpa Pombal,1984-02-29,35,185.42,78.0,19,73,73,1600000.0,10000.0,Left,1,3,1,Medium/ Medium,3100000.0
158394,K. Reichel,Ken Reichel,1986-12-19,32,185.42,83.0,58,73,73,2600000.0,23000.0,Left,1,3,3,High/ Medium,4200000.0
179897,R. Sigurðsson,Ragnar Sigurðsson,1986-06-19,32,187.96,77.1,71,73,73,"","",Right,1,3,2,Medium/ Medium,""
213433,F. Tobio,Fernando Tobio,1989-10-18,29,185.42,79.8,7,73,74,3600000.0,19000.0,Right,1,2,2,Medium/ Medium,6500000.0
199353,M. Rzatkowski,Marc Rzatkowski,1990-03-02,29,172.72,66.2,58,73,73,4000000.0,8000.0,Left,1,3,3,Medium/ Medium,6000000.0
188600,M. Abeid,Mehdi Abeid,1992-08-06,26,152.4,84.8,3,73,75,4099999.9999999995,11000.0,Right,1,3,3,Medium/ Medium,8500000.0
186296,R. Neustädter,Roman Neustädter,1988-02-18,31,187.96,81.2,123,73,73,3000000.0,41000.0,Right,2,4,2,Medium/ Medium,5600000.0
230328,Pierrino Faria,Pierre Tomás Torres De Faria,1988-02-29,31,190.5,82.1,19,73,73,2600000.0,11000.0,Right,1,2,1,Medium/ Medium,4900000.0
212408,Frédéric Mendy,Frédéric Mendy,1988-09-18,30,193.04,82.1,65,73,73,4000000.0,7000.0,Right,1,3,3,Medium/ Medium,8400000.0
234935,João Talocha,João Carlos Araújo Fonseca Silva,1989-08-30,29,154.94,76.2,120,73,73,3200000.0,7000.0,Left,1,3,2,Medium/ Medium,6600000.0
231095,N. Skubic,Nejc Skubic,1989-06-13,29,152.4,74.8,131,73,73,3000000.0,14000.0,Right,1,3,3,Medium/ Medium,6000000.0
204215,A. Reach,Adam Reach,1993-02-03,26,185.42,73.0,45,73,76,5000000.0,22000.0,Left,1,4,3,High/ Medium,9900000.0
208054,L. Fernández,Leandro Fernández,1991-03-12,27,175.26,72.1,7,73,74,4700000.0,18000.0,Right,1,4,3,High/ Medium,""
142773,W. Montillo,Walter Damián Montillo,1984-04-14,34,172.72,71.2,7,73,73,2000000.0,13000.0,Right,2,4,4,High/ Low,3000000.0
207797,Y. Banana,Yaya Banana,1991-07-29,27,193.04,88.0,23,73,75,"","",Right,1,3,2,Medium/ Medium,""
222900,W. Hahn,Warner Hahn,1992-06-15,26,190.5,88.0,105,73,77,3600000.0,6000.0,Right,1,2,1,Medium/ Medium,5700000.0
222644,Y. Asad,Yamil Asad,1994-07-27,24,152.4,78.0,7,73,79,5500000.0,11000.0,Right,1,3,3,High/ High,9400000.0
208564,P. Ankersen,Peter Ankersen,1990-09-22,28,152.4,74.8,40,73,73,3300000.0,16000.0,Right,1,3,3,High/ Medium,4300000.0
198836,V. Pajot,Vincent Pajot,1990-08-19,28,154.94,68.0,54,73,73,4099999.9999999995,19000.0,Right,1,3,3,Medium/ Medium,8199999.999999999
179891,M. Heller,Marcel Heller,1986-02-12,33,175.26,69.9,58,73,73,3100000.0,17000.0,Right,2,2,3,High/ Medium,5000000.0
223154,O. Tufan,Ozan Tufan,1995-03-23,23,152.4,78.9,148,73,78,4500000.0,35000.0,Right,1,3,3,Medium/ Medium,""
213938,D. Biraschi,Davide Biraschi,1994-07-02,24,182.88,72.1,77,73,80,4800000.0,11000.0,Right,1,2,2,Medium/ Medium,9600000.0
208306,M. Stępiński,Mariusz Stępiński,1995-05-12,23,182.88,78.0,119,73,80,5500000.0,14000.0,Right,1,4,3,High/ Medium,1.1E7
181681,S. Williams,Shaun Williams,1986-10-19,32,185.42,79.8,121,73,73,2700000.0,12000.0,Left,1,3,3,Medium/ High,5100000.0
167601,K. Nababkin,Kirill Nababkin,1986-09-08,32,182.88,77.1,123,73,73,2600000.0,1000.0,Right,2,4,2,Medium/ High,5800000.0
215985,F. Monetti,Fernando Monetti,1989-02-21,30,154.94,76.2,7,73,74,3100000.0,4000.0,Right,1,3,1,Medium/ Medium,""
125871,H. Kaldırım,Hasan Ali Kaldırım,1989-12-09,29,182.88,74.8,148,73,73,3200000.0,43000.0,Left,1,2,3,Medium/ High,6000000.0
182959,A. Hruška,Aleš Hruška,1985-11-23,33,193.04,88.0,38,73,73,2300000.0,1000.0,Right,1,3,1,Medium/ Medium,5000000.0
167599,R. Elm,Rasmus Elm,1988-03-17,30,182.88,74.8,139,73,73,3700000.0,4000.0,Right,2,4,3,Medium/ Medium,4600000.0
162223,A. Baumjohann,Alexander Baumjohann,1987-01-23,32,152.4,74.8,58,73,73,3500000.0,9000.0,Right,2,4,3,High/ Low,4400000.0
211119,Pedro Santos,Pedro Miguel Martins Santos,1988-04-22,30,172.72,63.0,120,73,73,3800000.0,7000.0,Left,1,5,3,Medium/ High,5700000.0
209839,T. Letschert,Timo Letschert,1993-05-25,25,187.96,83.9,105,73,75,4099999.9999999995,32000.0,Right,1,2,2,Medium/ Medium,""
188334,F. Cacciatore,Fabrizio Cacciatore,1986-10-08,32,182.88,84.8,77,73,73,2600000.0,13000.0,Right,1,3,2,Medium/ Medium,""
208045,O. Tannane,Oussama Tannane,1994-03-23,24,152.4,79.8,102,73,77,5500000.0,23000.0,Left,1,4,4,Medium/ Medium,""
202157,A. Behich,Aziz Eraltay Behich,1990-12-16,28,170.18,63.0,9,73,73,3300000.0,12000.0,Left,1,4,3,High/ Medium,4600000.0
163492,N. Lombaerts,Nicolas Lombaerts,1985-03-20,33,187.96,78.9,14,73,73,1600000.0,12000.0,Left,2,2,2,Low/ Medium,2400000.0
227236,A. Zambo Anguissa,André Franck Zambo Anguissa,1995-11-16,23,182.88,78.0,23,73,81,5000000.0,32000.0,Right,1,2,3,Low/ Medium,1.05E7
211107,Frederico Venâncio,Frederico André Ferrão Venâncio,1993-02-04,26,185.42,81.2,120,73,77,4300000.0,8000.0,Right,1,3,2,Medium/ Medium,9500000.0
186274,K. Rausch,Konstantin Rausch,1990-03-15,28,182.88,79.8,123,73,73,"","",Left,2,3,3,Medium/ Medium,""
215202,L. Janson,Lucas Janson,1994-08-16,24,170.18,67.1,7,73,79,5500000.0,12000.0,Right,1,3,4,High/ Low,9400000.0
176545,C. Marrugo,Christian Camilo Marrugo Rodríguez,1985-07-18,33,152.4,74.8,30,73,73,3100000.0,8000.0,Right,1,4,3,Medium/ Medium,""
240289,Calero,Fernando Calero Villa,1995-09-14,23,182.88,74.8,134,73,82,5500000.0,13000.0,Right,1,4,2,Medium/ Medium,1.32E7
189600,J. Hušbauer,Josef Hušbauer,1990-03-16,28,182.88,76.2,38,73,73,4000000.0,1000.0,Right,1,3,3,Medium/ Medium,8700000.0
222368,A. Miranchuk,Anton Miranchuk,1995-10-17,23,182.88,72.1,123,73,81,6000000.0,1000.0,Right,1,4,3,Medium/ Medium,1.38E7
204447,F. Lucioni,Fabio Lucioni,1987-09-25,31,185.42,79.8,77,73,73,3000000.0,4000.0,Right,1,4,2,Medium/ High,4600000.0
231838,M. Wöber,Maximilian Wöber,1998-02-04,21,187.96,82.1,10,73,81,5000000.0,9000.0,Left,1,3,2,Medium/ High,""
224158,S. Amrabat,Sofyan Amrabat,1996-08-21,22,182.88,77.1,102,73,79,5500000.0,13000.0,Right,1,3,3,Medium/ High,8800000.0
186524,F. Đorđević,Filip Đorđević,1987-09-28,31,185.42,79.8,128,73,73,3900000.0,15000.0,Left,2,2,3,Medium/ Medium,6900000.0
165788,L. Ulloa,José Leonardo Ulloa,1986-07-26,32,187.96,88.9,7,73,73,3600000.0,26000.0,Right,1,3,2,Medium/ Medium,6100000.0
199580,C. Goldson,Connor Goldson,1992-12-18,26,190.5,84.8,45,73,78,4500000.0,34000.0,Right,1,2,2,Medium/ High,8400000.0
194203,N. Tomović,Nenad Tomović,1987-08-30,31,182.88,78.9,128,73,73,3000000.0,13000.0,Right,2,3,2,High/ Medium,5300000.0
236699,S. Lukić,Saša Lukić,1996-08-13,22,182.88,77.1,128,73,80,4900000.0,21000.0,Right,1,3,3,Medium/ Medium,9200000.0
226203,J. Jones,Joevin Jones,1991-08-03,27,154.94,73.0,146,73,73,4300000.0,17000.0,Left,1,2,3,Medium/ Medium,6900000.0
205211,M. Borjan,Milan Borjan,1987-10-23,31,195.57999999999998,83.9,24,73,73,"","",Right,1,2,1,Medium/ Medium,""
193690,Z. Tomašević,Žarko Tomašević,1990-02-22,29,190.5,83.9,100,73,74,3600000.0,13000.0,Left,1,4,2,Medium/ Medium,5700000.0
217242,Y. Kubo,久保 裕也,1993-12-24,25,152.4,73.0,80,73,76,5000000.0,15000.0,Right,1,4,4,Medium/ Medium,""
198554,A. Ujah,Anthony Ujah,1990-10-14,28,182.88,81.2,109,73,73,4300000.0,23000.0,Right,2,4,3,Medium/ Medium,7300000.0
197786,G. Donati,Giulio Donati,1990-02-05,29,152.4,76.2,77,73,73,3200000.0,21000.0,Right,2,3,2,Medium/ High,5400000.0
193945,N. Uysal,Necip Uysal,1991-01-24,28,154.94,72.1,148,73,74,3800000.0,32000.0,Right,1,3,3,Medium/ High,7500000.0
193177,A. Traoré,Adama Traoré,1990-02-03,29,170.18,73.0,78,73,73,3200000.0,19000.0,Left,1,2,3,High/ Medium,6300000.0
192665,A. Luthe,Andreas Luthe,1987-03-10,31,195.57999999999998,84.8,58,73,73,2400000.0,15000.0,Right,1,3,1,Medium/ Medium,4400000.0
237209,M. Mitrović,Matej Mitrović,1993-11-10,25,187.96,84.8,34,73,78,4500000.0,14000.0,Right,1,2,2,Low/ High,6700000.0
164505,B. Guzan,Bradley Guzan,1984-09-09,34,193.04,94.8,152,73,73,2000000.0,5000.0,Left,2,2,1,Medium/ Medium,3000000.0
200857,M. Leitner,Moritz Leitner,1992-12-08,26,175.26,68.0,58,73,75,4800000.0,22000.0,Right,2,4,3,Medium/ Medium,9500000.0
244376,V. Shepelev,Volodymyr Shepelev,1997-06-01,21,182.88,73.0,150,73,82,5500000.0,1000.0,Right,1,3,2,Medium/ Medium,1.27E7
224151,H. Martín,Henry Josué Martín Mex,1992-11-18,26,152.4,73.0,98,73,74,4800000.0,46000.0,Right,1,3,3,High/ Low,8600000.0
244374,M. Shaparenko,Mykola Shaparenko,1998-10-04,20,152.4,72.1,150,73,85,7000000.0,1000.0,Right,1,3,3,High/ High,1.6100000000000002E7
211862,A. Hahn,André Hahn,1990-08-13,28,185.42,78.9,58,73,73,4200000.0,20000.0,Right,2,4,3,High/ High,7500000.0
214421,F. Hinestroza,Fredy Hinestroza Arias,1990-04-05,28,152.4,69.9,30,73,73,4000000.0,4000.0,Left,1,3,3,High/ Low,5700000.0
209301,M. Poundjé,Maxime Poundjé,1992-08-16,26,154.94,73.9,54,73,74,3900000.0,27000.0,Left,1,3,3,High/ Medium,8000000.0
137109,S. Schaars,Stijn Schaars,1984-01-11,35,152.4,74.8,105,73,73,1200000.0,8000.0,Left,2,3,2,Medium/ Medium,1800000.0
194196,F. Diagne,Fallou Diagne,1989-08-14,29,185.42,78.0,127,73,73,3200000.0,14000.0,Right,1,3,2,Medium/ Medium,6500000.0
227732,A. Donis,Anastasios Donis,1996-08-29,22,152.4,76.2,60,73,83,6500000.0,21000.0,Right,1,4,3,High/ Low,1.24E7
216468,J. Añor,Juan Pablo Añor Acosta,1994-01-24,25,175.26,67.1,155,73,76,5000000.0,8000.0,Left,1,3,3,Medium/ Medium,""
211348,S. Dimitrievski,Stole Dimitrievski,1993-12-25,25,187.96,81.2,50,73,77,3700000.0,10000.0,Right,1,2,1,Medium/ Medium,8500000.0
193683,X. Chavalerin,Xavier Chavalerin,1991-03-07,28,152.4,68.9,54,73,73,3400000.0,14000.0,Left,1,3,3,Medium/ Medium,6700000.0
183187,V. Stocker,Valentin Stocker,1989-04-12,29,152.4,73.0,140,73,73,3900000.0,22000.0,Left,2,4,3,Medium/ Medium,5900000.0
178323,A. Traoré,Abdou Razack Traoré,1988-12-28,30,175.26,71.2,21,73,73,3900000.0,16000.0,Left,1,4,4,High/ Low,7800000.0
221587,J. Lolley,Joe Lolley,1992-08-25,26,152.4,72.1,45,73,74,4800000.0,36000.0,Left,1,3,3,High/ Medium,9400000.0
233866,O. Edouard,Odsonne Edouard,1998-01-01,21,187.96,83.0,54,73,84,7000000.0,32000.0,Right,1,3,3,High/ Medium,1.4E7
208522,H. Magnússon,Hörður Björgvin Magnússon,1993-02-11,26,190.5,81.2,71,73,78,4500000.0,1000.0,Left,1,2,2,Medium/ Medium,1.02E7
206218,P. Nardi,Paul Nardi,1994-05-18,24,187.96,82.1,54,73,79,4000000.0,27000.0,Right,1,3,1,Medium/ Medium,""
183177,L. Barrios,Lucas Barrios,1984-11-13,34,187.96,83.9,116,73,73,2500000.0,15000.0,Right,3,3,3,High/ Low,3800000.0
168585,R. Vlaar,Ron Vlaar,1985-02-16,34,187.96,79.8,105,73,73,1600000.0,12000.0,Right,2,4,2,Medium/ Medium,2400000.0
163209,S. Naismith,Steven Naismith,1986-09-14,32,152.4,72.1,126,73,73,3500000.0,23000.0,Right,2,3,3,High/ High,""
215433,F. Vicari,Francesco Vicari,1994-08-03,24,190.5,79.8,77,73,81,5000000.0,10000.0,Right,1,2,2,Low/ High,1.0E7
214665,J. Ramírez,Juan Edgardo Ramírez,1993-05-25,25,175.26,68.0,7,73,75,4900000.0,15000.0,Left,1,3,3,Medium/ Medium,7700000.0
223624,Kuca,Jaílton Alves Miranda,1989-08-02,29,154.94,63.0,25,73,73,4000000.0,11000.0,Right,1,2,4,High/ Medium,8500000.0
204936,J. Egan,John Egan,1992-10-20,26,187.96,74.8,121,73,77,4300000.0,11000.0,Right,1,3,2,Medium/ Medium,8600000.0
181383,J. Johansson,Jakob Johansson,1990-06-21,28,187.96,86.2,139,73,73,4000000.0,26000.0,Right,1,2,3,High/ High,7500000.0
225926,Pere Milla,Pere Milla Peña,1992-09-23,26,152.4,69.9,134,73,76,5000000.0,17000.0,Left,1,2,3,Medium/ Low,1.09E7
230277,Gustavo Lobateiro,Gustavo Rafael Lobateiro Gomes,1988-02-29,31,154.94,76.2,19,73,73,3800000.0,21000.0,Left,1,5,3,High/ Low,7200000.0
219525,E. Cerutti,Ezequiel Osvaldo Cerutti,1992-01-17,27,152.4,74.8,7,73,73,4300000.0,29000.0,Right,1,4,4,Medium/ Medium,""
212613,W. Saïd,Wesley Saïd,1995-04-19,23,170.18,74.8,54,73,79,5500000.0,12000.0,Right,1,2,3,Medium/ Low,1.21E7
190084,P. Tachtsidis,Panagiotis Tachtsidis,1991-02-15,28,190.5,86.2,60,73,73,3400000.0,35000.0,Left,2,3,3,Medium/ Low,""
189059,J. Livermore,Jake Livermore,1989-11-14,29,154.94,73.9,45,73,73,4000000.0,29000.0,Right,2,2,3,Medium/ Medium,7500000.0
181123,T. Hořava,Tomáš Hořava,1988-05-29,30,182.88,69.9,38,73,73,3700000.0,1000.0,Right,1,3,3,High/ High,8100000.0
183937,G. van der Wiel,Gregory van der Wiel,1988-02-03,31,182.88,78.0,105,73,73,3000000.0,7000.0,Right,2,3,3,Low/ Medium,4500000.0
231041,C. Ninga,Casimir Ninga,1993-05-17,25,185.42,81.2,27,73,75,4900000.0,18000.0,Right,1,3,3,High/ Medium,1.01E7
230529,Benjamin Meseira,Benjamin Chris Meseira Zonta,1984-02-29,35,154.94,74.8,19,73,73,1100000.0,13000.0,Right,1,3,3,High/ Medium,2200000.0
228736,W. Faríñez,Wuilker Faríñez,1998-02-15,21,154.94,81.2,155,73,83,5000000.0,2000.0,Right,1,3,1,Medium/ Medium,8000000.0
181375,M. Martins,Marcelo Martins Moreno,1987-06-18,31,187.96,82.1,17,73,73,"","",Right,2,4,3,Medium/ Medium,""
239231,Cucurella,Marc Cucurella Saseta,1998-07-22,20,172.72,68.9,134,73,84,6000000.0,35000.0,Left,1,3,3,High/ Medium,""
161663,S. Viera,Mario Sebastián Viera Galain,1983-03-07,36,182.88,86.2,153,73,73,950000.0,2000.0,Right,1,3,1,Medium/ Medium,1300000.0
223615,C. Chimino,Christian Chimino,1988-02-09,31,152.4,72.1,7,73,73,2900000.0,13000.0,Right,1,2,3,Medium/ Medium,4300000.0
53630,J. Van Damme,Jelle Van Damme,1983-10-10,35,190.5,88.9,14,73,73,1200000.0,10000.0,Left,2,3,2,High/ Medium,1800000.0
183422,J. Howson,Jonny Howson,1988-05-21,30,154.94,77.1,45,73,73,3700000.0,41000.0,Right,1,4,3,Medium/ High,7000000.0
207998,D. Ward,Danny Ward,1993-06-22,25,190.5,88.0,157,73,76,3500000.0,32000.0,Right,1,3,1,Medium/ Medium,7000000.0
138110,Bruno Alves,Bruno Eduardo Regufe Alves,1981-11-27,37,187.96,81.2,120,73,73,550000.0,21000.0,Right,2,3,3,Medium/ Medium,990000.0
201342,F. Sørensen,Frederik Hillesborg Sørensen,1992-04-14,26,193.04,88.0,40,73,76,4200000.0,16000.0,Right,1,3,2,Medium/ Medium,6500000.0
199550,B. Martins Indi,Bruno Martins Indi,1992-02-08,27,185.42,76.2,105,73,76,4200000.0,31000.0,Left,2,3,2,Medium/ Medium,8199999.999999999
188541,P. Schiattarella,Pasquale Schiattarella,1987-05-30,31,152.4,73.0,77,73,73,3400000.0,12000.0,Right,1,4,3,High/ High,6200000.0
193148,V. Le Goff,Vincent Le Goff,1989-10-15,29,152.4,68.0,54,73,73,3200000.0,8000.0,Left,1,3,3,High/ Medium,5500000.0
204412,G. Saville,George Saville,1993-06-01,25,175.26,73.0,110,73,76,4900000.0,40000.0,Left,1,3,3,High/ High,9800000.0
239482,Galeno,Wenderson Nascimento Galeno,1997-10-22,21,182.88,72.1,19,73,84,7000000.0,9000.0,Right,1,3,4,Medium/ Medium,""
234618,Perdigão,Jeferson Fernandes Macedo,1991-07-17,27,185.42,77.1,19,73,73,4300000.0,8000.0,Right,1,3,4,Medium/ Medium,9000000.0
228730,S. Salcedo,Saúl Salcedo,1997-08-29,21,182.88,74.8,116,73,82,5500000.0,9000.0,Right,1,3,2,Medium/ High,9400000.0
225402,Bruno Gaspar,Bruno Miguel Boialvo Gaspar,1993-04-21,25,175.26,68.0,120,73,75,4000000.0,9000.0,Right,1,3,3,High/ Medium,8300000.000000001
221306,M. Barrios,Michael David Barrios Puerta,1991-04-21,27,162.56,64.9,30,73,73,4200000.0,7000.0,Right,1,2,3,High/ Low,6300000.0
208250,A. Bakasetas,Anastasios Bakasetas,1993-06-28,25,154.94,78.0,60,73,77,5000000.0,1000.0,Left,1,4,3,High/ Medium,1.14E7
202106,M. Knoll,Marvin Knoll,1990-12-05,28,182.88,81.2,58,73,73,3400000.0,14000.0,Left,1,3,2,Medium/ Medium,5400000.0
218745,O. Ntcham,Jules Olivier Ntcham,1996-02-09,23,154.94,81.2,54,73,82,6000000.0,34000.0,Right,1,3,3,High/ High,1.2E7
215417,C. Mathenia,Christian Mathenia,1992-03-31,26,187.96,89.8,58,73,75,3300000.0,15000.0,Right,2,1,1,Medium/ Medium,6300000.0
230259,Juliano Mascarinhas,Juliano Wagner Mascarinhas Concp.,1984-02-29,35,182.88,79.8,19,73,73,1200000.0,21000.0,Right,1,2,2,Medium/ Medium,2200000.0
195698,C. Doukouré,Cheick Doukouré,1992-09-11,26,154.94,82.1,78,73,78,4500000.0,16000.0,Right,1,3,3,Medium/ Medium,9700000.0
226162,E. Buendía,Emiliano Buendía,1996-12-25,22,170.18,64.9,7,73,80,5500000.0,17000.0,Right,1,3,3,High/ High,1.16E7
230513,Gus Outomouro,Gustavo Rafael Outomouro Tófoli,1984-02-29,35,175.26,73.0,19,73,73,2100000.0,23000.0,Right,1,3,3,Medium/ Medium,4000000.0
204401,Diogo Figueiras,Diogo José Rosário Gomes Figueiras,1991-07-01,27,170.18,58.1,120,73,74,3700000.0,11000.0,Right,1,3,3,High/ Medium,7700000.0
185200,Vasco Fernandes,Vasco Herculano Salgado Cunha Mango Fernandes,1986-11-12,32,182.88,76.2,120,73,73,2700000.0,6000.0,Right,1,3,2,Medium/ High,5700000.0
165232,O. Veigneau,Olivier Veigneau,1985-07-16,33,175.26,69.9,54,73,73,2200000.0,11000.0,Left,1,3,3,Medium/ Medium,4400000.0
199792,A. Christiansen,Anders Christiansen,1990-06-08,28,175.26,74.8,40,73,73,4000000.0,7000.0,Right,1,3,3,High/ High,5200000.0
225646,C. Mayada,Camilo Mayada,1991-01-08,28,175.26,74.8,153,73,73,3300000.0,17000.0,Right,1,3,3,High/ Medium,4600000.0
201326,G. Torje,Gabriel Andrei Torje,1989-11-22,29,167.64000000000001,71.2,122,73,73,4000000.0,13000.0,Right,1,4,3,High/ Low,8100000.0
207725,M. van der Hoorn,Mike van der Hoorn,1992-10-15,26,190.5,83.0,105,73,76,4200000.0,20000.0,Right,1,3,2,Medium/ Medium,8300000.000000001
183916,J. Pied,Jérémy Pied,1989-02-23,30,172.72,73.0,54,73,73,3000000.0,23000.0,Right,1,3,3,High/ High,5700000.0
157804,S. Carson,Scott  Carson,1985-09-03,33,190.5,86.2,45,73,73,2300000.0,25000.0,Right,2,4,1,Medium/ Medium,4400000.0
204908,D. Ndongala,Dieumerci N'Dongala,1991-06-14,27,170.18,59.0,39,73,73,4200000.0,15000.0,Right,1,3,3,Medium/ Medium,6300000.0
237419,A. Abedzadeh,Amir Abedzadeh,1993-04-26,25,185.42,79.8,74,73,77,3700000.0,7000.0,Right,1,2,1,Medium/ Medium,8000000.0
164459,S. Larsson,Sebastian Larsson,1985-06-06,33,152.4,69.9,139,73,73,2300000.0,9000.0,Right,2,3,3,Medium/ High,2900000.0
229739,J. Góralski,Jacek Góralski,1992-09-21,26,172.72,66.2,119,73,77,"","",Right,1,2,2,Medium/ High,""
214379,A. Rodríguez,Ángelo José Rodríguez Henry,1989-04-04,29,154.94,79.8,30,73,73,4000000.0,8000.0,Right,1,3,2,Medium/ Medium,6000000.0
192362,L. Narsingh,Luciano Narsingh,1990-09-13,28,152.4,77.1,105,73,73,4200000.0,25000.0,Right,2,3,4,Medium/ Low,7900000.0
239210,F. Eboa Eboa,Félix Eboa Eboa,1997-04-19,21,185.42,79.8,23,73,80,4900000.0,12000.0,Right,1,3,2,Low/ Medium,1.07E7
219754,Bruno Varela,Bruno Miguel Semedo Varela,1994-11-04,24,190.5,87.1,120,73,77,3700000.0,6000.0,Right,1,3,1,Medium/ Medium,""
211818,K. Möhwald,Kevin Möhwald,1993-07-03,25,182.88,77.1,58,73,77,5000000.0,19000.0,Right,1,2,3,Medium/ Medium,8900000.0
207722,Cristiano,Cristiano da Silva,1987-01-12,32,182.88,83.0,19,73,73,3600000.0,11000.0,Right,1,4,3,High/ Medium,4500000.0
190569,S. Frei,Stefan Frei,1986-04-20,32,190.5,88.0,152,73,73,2300000.0,5000.0,Right,1,2,1,Medium/ Medium,3400000.0
227689,K. Mrabti,Kerim Mrabti,1994-05-20,24,175.26,74.8,139,73,79,5500000.0,20000.0,Right,1,3,3,Medium/ Medium,1.16E7
204904,M. Bauer,Moritz Bauer,1992-01-25,27,154.94,73.9,10,73,74,3800000.0,31000.0,Right,1,3,3,Medium/ Medium,7500000.0
235623,Álvaro Jiménez,Álvaro José Jiménez Guerrero,1995-05-19,23,175.26,71.2,134,73,80,5500000.0,16000.0,Right,1,3,3,High/ Medium,""
186982,A. Büttner,Alexander Büttner,1989-02-11,30,175.26,74.8,105,73,73,3000000.0,12000.0,Left,1,3,3,High/ Medium,4500000.0
237670,Bruno Xadas,Bruno Alexandre Vieira Almeida,1997-12-02,21,152.4,72.1,120,73,84,7000000.0,9000.0,Left,1,3,4,Medium/ Medium,1.54E7
