player_id,p_index,position
229469,1,RM
229469,2,LM
159581,0,ST
220509,0,RB
220509,1,LB
236636,0,CB
236636,1,LWB
236636,2,LB
105308,0,GK
247131,0,LB
242267,0,CDM
208470,0,LB
205654,0,CM
205654,1,CDM
139862,0,CDM
139862,1,CM
198230,0,CB
186453,0,CDM
233301,0,RB
197973,0,CB
199508,0,CB
197716,0,ST
196435,0,CB
176211,0,ST
203603,0,CAM
203603,1,CM
201299,0,GK
192594,0,CB
192594,1,RB
241234,0,CAM
241234,1,RW
241234,2,CF
234834,0,ST
228946,0,CM
228946,1,RM
225106,0,CB
207954,0,CB
207954,1,CDM
205138,0,CAM
184401,0,ST
184401,1,LW
241489,0,CB
241489,1,CM
241489,2,CAM
239441,0,RW
239441,1,RM
236113,0,RB
226385,0,RM
226385,1,RW
226385,2,ST
226385,3,LM
230480,0,RW
230480,1,CAM
219216,0,CAM
219216,1,LM
219216,2,ST
171087,0,CB
171087,1,LB
236111,0,RB
231247,0,LB
230991,0,LW
230991,1,CF
230991,2,RM
230991,3,RW
213839,0,ST
198479,0,CB
198223,0,CM
198223,1,CDM
191566,0,CM
191566,1,LB
225614,0,CAM
225614,1,CM
219470,0,CM
219470,1,CDM
215374,0,ST
214862,0,ST
214862,1,LW
142670,0,CDM
142670,1,CM
228173,0,LM
228173,1,RM
228173,2,CM
215117,0,CDM
209485,0,CM
209485,1,CAM
240716,0,LB
230472,0,CAM
230472,1,LM
155976,0,CM
155976,1,CDM
153160,0,CB
203848,0,CB
203848,1,CDM
192071,0,LM
192071,1,RM
192071,2,RW
230727,0,GK
214343,0,CDM
214343,1,CM
191814,0,CB
211270,0,CB
199750,0,RW
199750,1,CM
199750,2,RM
224325,0,CDM
224325,1,CAM
214085,0,LB
191044,0,LB
191044,1,LM
172100,0,CM
172100,1,CDM
172100,2,CAM
231236,0,LM
231236,1,CAM
229444,0,GK
207684,0,LM
184643,0,LB
202050,0,CM
200770,0,CM
183361,0,CB
240193,0,CM
240193,1,LB
169281,0,RM
169281,1,LM
169281,2,ST
161857,0,RB
161857,1,RM
204353,0,LB
202305,0,CM
202305,1,RM
192320,0,CM
190528,0,CDM
234816,0,CB
232000,0,LW
232000,1,RW
230464,0,CAM
208960,0,CDM
232255,0,RW
232255,1,CAM
231231,0,RM
227903,0,ST
225855,0,CM
225855,1,LM
225855,2,RM
218687,0,CDM
218687,1,LB
205631,0,LW
205631,1,ST
204863,0,RM
204863,1,LM
229694,0,LW
229694,1,LM
229694,2,ST
204350,0,CAM
204350,1,LW
204350,2,CF
51261,0,GK
168253,0,RM
168253,1,ST
219709,0,LB
192567,0,RB
192567,1,CDM
181559,0,CB
181559,1,CDM
178487,0,CM
178487,1,CDM
171831,0,CB
212791,0,CM
212791,1,ST
192310,0,RB
239670,0,CDM
239414,0,CM
226102,0,CB
223030,0,CM
223030,1,CDM
214326,0,CB
193333,0,CB
193333,1,RB
191541,0,RB
191541,1,RWB
244021,0,RM
244021,1,CAM
235317,0,LM
235317,1,LW
208437,0,RM
230708,0,CB
146996,0,GK
246067,0,LM
246067,1,LW
246067,2,ST
229683,0,ST
214323,0,CDM
214323,1,CM
172850,0,CB
223794,0,LM
223794,1,RM
223794,2,CF
211506,0,CAM
211506,1,CM
192561,0,ST
231985,0,RB
222513,0,LM
235312,0,GK
215344,0,CB
211504,0,CM
211504,1,CAM
203568,0,RM
203568,1,RWB
198704,0,CM
198704,1,CDM
218415,0,LM
218415,1,LWB
218415,2,LB
173614,0,CB
215086,0,GK
204078,0,CAM
204078,1,CM
204078,2,CF
204078,3,RM
224045,0,ST
231212,0,CDM
231212,1,CM
231212,2,LM
228908,0,LM
228908,1,CM
228908,2,CAM
214572,0,RB
106795,0,GK
230443,0,CDM
230443,1,CM
230443,2,RM
211499,0,LB
211499,1,LW
211243,0,LM
211243,1,CAM
246309,0,CM
209957,0,GK
197925,0,LW
197925,1,RW
197925,2,RM
247076,0,CM
240164,0,RW
240164,1,CAM
240164,2,LW
236836,0,LW
236836,1,CAM
215332,0,RM
215076,0,CM
215076,1,CDM
212516,0,CB
209444,0,CB
190499,0,CM
190499,1,CF
190499,2,LW
177955,0,CDM
177955,1,CM
177955,2,CB
177955,3,RM
239907,0,ST
239907,1,RW
234787,0,RM
234787,1,ST
234787,2,LM
190497,0,ST
181281,0,ST
235297,0,CAM
234017,0,CAM
198177,0,CB
190752,0,CDM
190752,1,CB
189472,0,CB
185120,0,CB
235552,0,CB
235552,1,LB
232736,0,CM
232736,1,CDM
159520,0,GK
208160,0,CAM
208160,1,RM
216351,0,CM
216351,1,CDM
190494,0,RB
190494,1,CDM
190494,2,RWB
230686,0,CM
224542,0,CDM
224542,1,CM
138782,0,CM
138782,1,CDM
204062,0,GK
194077,0,CB
194077,1,RB
191005,0,RB
191005,1,RM
239389,0,CAM
239389,1,RM
239389,2,LM
108061,0,CB
108061,1,LB
172317,0,CB
216605,0,RB
216605,1,LB
216605,2,RWB
216605,3,LWB
212509,0,CB
212509,1,CDM
207645,0,LM
207645,1,LW
204061,0,CM
204061,1,RW
176924,0,ST
235036,0,CB
235036,1,CDM
212249,0,LM
212249,1,RM
212249,2,CAM
188696,0,LB
188696,1,LWB
207640,0,ST
183831,0,ST
155671,0,CDM
199191,0,RB
199191,1,RM
241686,0,LM
241686,1,ST
241686,2,CAM
229654,0,RB
229654,1,RM
215574,0,CM
215574,1,RM
135190,0,CM
135190,1,CAM
135190,2,CDM
233493,0,LB
233493,1,RB
156437,0,GK
184852,0,CB
227604,0,ST
215060,0,CM
215060,1,CDM
204820,0,RM
204820,1,LM
183315,0,GK
179731,0,CM
179731,1,CDM
176403,0,ST
176403,1,RW
237075,0,ST
234515,0,LB
234515,1,CB
190738,0,ST
190738,1,CAM
52498,0,CDM
170514,0,RB
170514,1,RM
164626,0,CDM
164626,1,CM
227602,0,CAM
227602,1,CM
227602,2,LM
220178,0,ST
215314,0,CB
204050,0,CB
189713,0,ST
222993,0,ST
222993,1,LM
222225,0,RB
214545,0,CDM
203537,0,RM
203537,1,LM
203537,2,RW
222224,0,CDM
222224,1,CM
222224,2,RM
148496,0,GK
233999,0,GK
230415,0,CB
161807,0,GK
222991,0,LM
222991,1,RM
220175,0,CM
220175,1,CDM
207887,0,CM
207887,1,CDM
207887,2,CAM
199183,0,CM
199183,1,CAM
189961,0,ST
189961,1,RW
189961,2,LW
245257,0,LB
224265,0,CDM
224265,1,CM
214025,0,CDM
214025,1,CM
211465,0,ST
206601,0,CB
206601,1,RB
197641,0,GK
226568,0,CAM
226568,1,LW
226568,2,RW
213512,0,LWB
213512,1,LM
204040,0,CDM
204040,1,CM
204040,2,RM
200968,0,CB
190471,0,CF
190471,1,ST
190471,2,LM
190471,3,CAM
227591,0,ST
227591,1,LM
157703,0,CB
176902,0,RM
176902,1,RB
176902,2,RW
241670,0,CM
241670,1,CDM
235526,0,CM
231942,0,CM
231942,1,CAM
230150,0,LM
230150,1,RM
221702,0,RM
221702,1,LM
221702,2,CAM
204550,0,ST
204550,1,RW
200966,0,CAM
200966,1,CM
189701,0,CB
168965,0,GK
232709,0,LM
232709,1,LW
232709,2,RW
230405,0,CB
230405,1,RB
156421,0,CB
214021,0,CB
186116,0,CM
186116,1,CDM
186116,2,CAM
231428,0,CM
162052,0,GK
211204,0,LB
211204,1,LWB
207876,0,RB
207876,1,RM
203780,0,CB
203780,1,RB
203780,2,LB
190467,0,CDM
190467,1,CM
225539,0,ST
199683,0,RB
186882,0,GK
233986,0,RB
214018,0,CDM
214018,1,CM
198914,0,CM
198914,1,CAM
198914,2,LM
228353,0,CDM
228353,1,CM
222204,0,LM
222204,1,CAM
222204,2,RM
198908,0,CM
198908,1,CDM
226299,0,ST
224251,0,GK
238074,0,RB
169978,0,RW
233977,0,GK
221433,0,CDM
221433,1,CM
219641,0,ST
182520,0,GK
234488,0,CAM
234488,1,ST
234488,2,CM
198904,0,CB
164855,0,CB
189430,0,GK
247030,0,CM
247030,1,CAM
176630,0,GK
233974,0,GK
225782,0,CM
225782,1,RM
225782,2,LB
225782,3,RB
221430,0,ST
214006,0,RM
214006,1,CM
214006,2,RW
214006,3,CAM
212470,0,CAM
212470,1,LM
204278,0,RB
164853,0,GK
212469,0,CDM
184820,0,CB
232692,0,RM
232692,1,RB
232692,2,CDM
232692,3,CM
224756,0,CAM
224756,1,CM
224756,2,LM
205812,0,GK
205556,0,CB
204276,0,ST
186355,0,GK
237555,0,ST
237555,1,LW
230387,0,CB
230387,1,LB
214771,0,CDM
214771,1,CM
214771,2,RB
201971,0,RM
201971,1,CAM
201971,2,ST
213746,0,RW
213746,1,LW
208114,0,RB
208114,1,LB
200434,0,RB
195313,0,CB
199409,0,CB
198641,0,ST
199152,0,ST
192495,0,CAM
192495,1,CM
230383,0,CB
193001,0,LM
193001,1,RM
191209,0,RM
137449,0,CB
178152,0,CDM
242664,0,RM
242664,1,RB
233960,0,CB
223208,0,CAM
223208,1,CM
184807,0,RB
149224,0,ST
181479,0,CB
237799,0,ST
204519,0,RB
204519,1,LB
229606,0,CM
229606,1,CDM
228838,0,CDM
228838,1,CM
153062,0,LM
153062,1,CAM
153062,2,CM
212454,0,LM
212454,1,RM
198630,0,CB
198630,1,RB
181989,0,ST
244709,0,CDM
238053,0,RW
238053,1,RM
234725,0,CDM
234725,1,CM
220901,0,GK
124388,0,LB
124388,1,LM
234980,0,CAM
234980,1,CM
234980,2,CDM
210404,0,ST
209892,0,CAM
209892,1,LM
209892,2,ST
209892,3,CM
197860,0,RB
190435,0,GK
240099,0,RB
240099,1,CDM
237539,0,RW
237539,1,LW
204771,0,CM
204771,1,CDM
194017,0,ST
194017,1,RM
194017,2,LM
188385,0,CAM
188385,1,CM
179681,0,LB
238305,0,RB
238305,1,RWB
226273,0,CM
226273,1,CDM
226273,2,CAM
16097,0,GK
145889,0,RB
145889,1,LB
145889,2,RWB
189920,0,GK
200672,0,CB
200672,1,RB
240095,0,CDM
230367,0,RB
230367,1,RWB
230367,2,RM
231390,0,LW
231390,1,LM
224987,0,GK
199131,0,RB
176346,0,LB
176346,1,RB
235226,0,CM
234458,0,CB
206042,0,CM
204506,0,RM
204506,1,ST
202458,0,CM
198874,0,ST
216793,0,ST
205529,0,CB
190424,0,CM
190424,1,CDM
228312,0,LM
228312,1,CAM
228312,2,RM
221912,0,GK
153048,0,CM
153048,1,CAM
153048,2,RW
217047,0,CM
217047,1,CDM
234966,0,CAM
234966,1,CM
230358,0,RB
230358,1,RM
226518,0,CB
226518,1,LB
213718,0,CB
237013,0,ST
237013,1,CF
237013,2,CAM
169941,0,RW
169941,1,LW
228821,0,CAM
228821,1,LM
228821,2,CM
228821,3,CF
232148,0,LW
232148,1,ST
232148,2,RW
226772,0,CB
225236,0,CB
205524,0,LB
167379,0,CB
167379,1,RB
216275,0,RB
216275,1,RM
216275,2,RWB
202451,0,CB
202451,1,RB
186578,0,CM
236498,0,ST
210386,0,LW
140498,0,GK
177105,0,LM
177105,1,CAM
177105,2,RM
227537,0,ST
210385,0,GK
211920,0,ST
205008,0,LM
205008,1,CAM
181199,0,RM
181199,1,LM
223695,0,CDM
139727,0,GK
190670,0,CB
164041,0,GK
173518,0,CB
173518,1,RB
191688,0,CB
241096,0,CDM
241096,1,CM
219848,0,CB
205256,0,CB
205256,1,RB
198856,0,CB
198856,1,CDM
230855,0,CB
217287,0,CDM
217287,1,CM
184518,0,ST
184518,1,CAM
184518,2,RW
236998,0,CM
236998,1,CDM
229574,0,CB
229574,1,RB
213446,0,RB
210374,0,CM
206534,0,ST
206534,1,CAM
235717,0,CAM
235717,1,LM
235717,2,LW
234949,0,CAM
234949,1,RM
230340,0,LB
138436,0,ST
138436,1,RM
110019,0,CB
233411,0,LM
233411,1,RM
233411,2,RB
220355,0,ST
18115,0,CB
18115,1,LB
212419,0,CB
212419,1,LB
190658,0,RB
190658,1,RWB
221378,0,CB
211394,0,RM
211394,1,CM
211394,2,CAM
211394,3,RB
204226,0,ST
137410,0,CB
182209,0,CB
158657,0,GK
207553,0,CM
207553,1,RM
204737,0,RM
204737,1,RW
242112,0,RM
242112,1,RW
241856,0,CM
166080,0,CAM
166080,1,CM
231360,0,CDM
231360,1,CM
230335,0,LB
213439,0,CM
213439,1,CAM
213439,2,LM
199103,0,GK
198079,0,CM
198079,1,CDM
188094,0,GK
170941,0,RB
170941,1,LB
224189,0,CB
224189,1,LB
207805,0,CDM
220087,0,CDM
220087,1,CM
237238,0,CM
237238,1,CDM
166838,0,LM
206006,0,LM
206006,1,RM
206006,2,LB
193461,0,LW
193461,1,RW
193461,2,CAM
188597,0,GK
224949,0,LM
224949,1,RM
224949,2,LW
159157,0,CM
159157,1,CDM
204213,0,LB
204213,1,LM
208052,0,RB
208052,1,LB
197300,0,CAM
197300,1,RM
221875,0,CM
221875,1,CDM
211891,0,ST
211891,1,RM
211891,2,LM
185010,0,CB
223922,0,CM
223922,1,CDM
211378,0,CAM
211378,1,CM
211378,2,CDM
193201,0,LB
193201,1,LM
124337,0,CB
214193,0,LB
200113,0,RW
225456,0,ST
201136,0,RB
201136,1,LB
230319,0,GK
203439,0,RM
240046,0,LW
240046,1,LM
214446,0,RB
214446,1,CB
207788,0,CB
223402,0,LB
223402,1,LM
213418,0,ST
212138,0,RM
206506,0,CAM
206506,1,CM
206506,2,CDM
199594,0,LM
199594,1,RM
190633,0,RWB
190633,1,RB
207785,0,LB
207785,1,RB
207785,2,LM
207785,3,CM
203177,0,RB
203177,1,RM
203177,2,RWB
102056,0,LB
102056,1,LM
102056,2,CM
194727,0,LB
188071,0,LM
188071,1,CAM
178087,0,CAM
178087,1,ST
239271,0,GK
224422,0,LM
224422,1,RM
224422,2,ST
223654,0,CDM
223654,1,CM
223654,2,CB
219814,0,RB
219814,1,CDM
218534,0,ST
218534,1,CAM
223136,0,LM
223136,1,RM
214944,0,CDM
214944,1,CM
214944,2,CB
191135,0,LM
191135,1,RM
191135,2,ST
184990,0,RB
184990,1,RM
212382,0,ST
186781,0,GK
183453,0,CDM
183453,1,CM
183453,2,CAM
51101,0,CB
179613,0,LW
179613,1,LM
179613,2,ST
176029,0,LW
176029,1,LM
176029,2,CAM
236189,0,ST
228509,0,RW
228509,1,RM
228509,2,ST
228509,3,LW
220061,0,CB
212381,0,RW
212381,1,CAM
212381,2,CF
137373,0,LB
184220,0,CM
246172,0,RM
180635,0,CB
230043,0,LB
230043,1,LM
201883,0,ST
192922,0,GK
184218,0,ST
184218,1,RW
183706,0,ST
183706,1,RW
198810,0,CB
198810,1,RB
188313,0,RB
188313,1,RW
188313,2,LW
184472,0,LB
184472,1,LWB
212632,0,GK
201368,0,CM
201368,1,CDM
201368,2,CAM
229271,0,ST
229271,1,RW
229271,2,LW
193942,0,CDM
193686,0,LB
193686,1,CB
202646,0,LB
194964,0,RW
194964,1,RM
193172,0,LM
193172,1,RM
193172,2,RB
183188,0,RB
244628,0,LM
244628,1,RM
230292,0,ST
230292,1,CF
230292,2,LW
201876,0,ST
199060,0,CB
199060,1,LB
183955,0,ST
183955,1,RW
192658,0,RB
224146,0,CAM
224146,1,CF
214418,0,ST
214418,1,RW
207762,0,CM
190093,0,LB
190093,1,LWB
244621,0,ST
155533,0,ST
194956,0,RM
194956,1,LM
204939,0,CDM
235658,0,CB
235658,1,CM
234122,0,CDM
234122,1,CM
204682,0,ST
234889,0,CAM
233097,0,CB
233097,1,LB
158089,0,CDM
158089,1,CM
215177,0,CM
215177,1,CDM
200073,0,CB
214408,0,CB
243591,0,ST
243591,1,RM
243591,2,LM
223879,0,ST
214919,0,CAM
214919,1,LM
214919,2,LW
189061,0,GK
187013,0,CB
246405,0,ST
199813,0,CB
236164,0,CAM
236164,1,CM
230531,0,CDM
230275,0,CAM
230275,1,RM
246914,0,CB
232066,0,ST
216706,0,CDM
216706,1,CM
215938,0,LWB
215938,1,LM
215938,2,LB
214146,0,RB
200065,0,CB
179840,0,CB
179840,1,CDM
172672,0,LM
172672,1,RM
215168,0,LM
215168,1,ST
215168,2,RM
211840,0,CDM
211840,1,CB
211840,2,CM
142720,0,RB
142720,1,LB
184703,0,CAM
184703,1,LM
169343,0,CB
221311,0,CAM
221311,1,LM
221311,2,ST
212607,0,CB
210303,0,CDM
210303,1,CM
234622,0,CDM
234622,1,CM
210814,0,CB
190589,0,RM
190589,1,CM
190589,2,LM
190589,3,LB
211325,0,CM
204920,0,RB
197240,0,CAM
197240,1,RW
193143,0,CB
230263,0,CAM
215159,0,RM
215159,1,LM
215159,2,CM
214135,0,CB
194934,0,GK
189558,0,CB
164470,0,CDM
164470,1,CB
164470,2,CM
204406,0,CB
193909,0,CDM
193909,1,CB
193141,0,RB
193141,1,RWB
224885,0,LB
207733,0,CM
207733,1,CDM
200309,0,RB
198261,0,CB
112244,0,CM
112244,1,CDM
216692,0,GK
214388,0,RW
214388,1,LM
214388,2,RM
214388,3,ST
211060,0,RB
211060,1,RM
210548,0,CM
202356,0,LB
202356,1,LM
190579,0,LB
246387,0,RB
246387,1,LB
246387,2,RWB
239475,0,CM
239475,1,CDM
233075,0,CDM
177522,0,RM
232562,0,GK
163186,0,CDM
163186,1,CM
199282,0,CDM
191089,0,ST
183921,0,RM
183921,1,RW
203633,0,RM
203633,1,LM
203633,2,CAM
203633,3,RW
197233,0,GK
222832,0,LW
222832,1,CM
198000,0,LB
198000,1,LWB
198000,2,LM
198000,3,CB
192367,0,CB
241775,0,CB
216175,0,GK
212079,0,CDM
212079,1,CM
186990,0,GK
220782,0,CDM
220782,1,CM
217710,0,ST
217710,1,LW
202605,0,CB
205158,0,ST
205158,1,CAM
233061,0,LM
233061,1,CM
233061,2,CAM
232293,0,ST
161636,0,CDM
161636,1,CM
223332,0,LW
223332,1,RW
213092,0,CDM
213092,1,CM
201572,0,LB
206435,0,ST
203875,0,CB
239970,0,RM
214369,0,LM
214369,1,RM
192608,0,CM
192608,1,CAM
188000,0,CDM
235103,0,LM
235103,1,ST
214366,0,CM
214366,1,CDM
234333,0,ST
234333,1,LW
176732,0,CB
225884,0,RM
225884,1,LM
214876,0,ST
192091,0,CB
190555,0,LWB
190555,1,LB
190555,2,LM
230235,0,CDM
230235,1,CM
202331,0,CM
202331,1,CDM
194906,0,ST
194906,1,CF
188762,0,CB
188762,1,RB
184154,0,CAM
184154,1,RM
184154,2,CF
231002,0,CB
214106,0,CB
214106,1,RB
208730,0,RB
208730,1,RM
183385,0,CDM
183385,1,CM
198489,0,LW
198489,1,LM
198489,2,ST
179544,0,CDM
179544,1,CM
219736,0,GK
201304,0,ST
201304,1,LM
180823,0,RB
180823,1,LB
227927,0,RB
227927,1,LB
214615,0,ST
211287,0,LM
211287,1,RM
199511,0,CB
199511,1,CDM
172886,0,CB
230486,0,CAM
230486,1,RM
230486,2,RW
213846,0,CB
213846,1,LB
190549,0,CM
190549,1,CDM
190549,2,CAM
158293,0,CDM
207440,0,LM
224591,0,CDM
224591,1,CM
217167,0,LM
217167,1,RM
237646,0,RB
228942,0,RM
228942,1,RB
228942,2,LB
159566,0,CDM
159566,1,CM
223054,0,LM
223054,1,RM
234573,0,RB
234573,1,RM
215373,0,CAM
215373,1,CM
215373,2,RM
215373,3,CF
170828,0,LW
170828,1,RM
202060,0,CB
199244,0,CB
199244,1,CDM
198220,0,CM
198220,1,CDM
198220,2,CAM
228171,0,LW
209483,0,GK
208459,0,LB
208459,1,LM
188234,0,CB
241994,0,ST
234570,0,LW
234570,1,RW
223818,0,CB
209738,0,CB
200778,0,RB
200778,1,RWB
180808,0,CB
180808,1,CDM
179528,0,CDM
179528,1,CM
220488,0,LM
220488,1,LWB
213064,0,CB
213064,1,LB
144200,0,LB
144200,1,LM
204104,0,ST
186695,0,CB
165191,0,ST
225863,0,LB
225863,1,CB
215111,0,RM
215111,1,LM
215111,2,ST
207943,0,CM
207943,1,CDM
243270,0,LW
243270,1,RW
241990,0,LM
241990,1,RM
241990,2,CAM
241990,3,CM
222022,0,RB
222022,1,RM
222022,2,RWB
199238,0,CB
188485,0,CB
187205,0,LB
172613,0,LM
172613,1,CM
172613,2,CAM
231493,0,CAM
224836,0,GK
215615,0,CAM
215615,1,CM
215615,2,RM
215615,3,LM
203327,0,ST
197439,0,GK
175934,0,GK
240702,0,ST
240702,1,LW
240702,2,LM
177981,0,CDM
177981,1,CM
223293,0,LB
156221,0,CB
156221,1,RB
156221,2,CDM
216381,0,RB
216381,1,RM
216381,2,LM
210237,0,RM
206141,0,ST
229948,0,ST
229948,1,CAM
216380,0,LB
216380,1,CM
190779,0,CM
240699,0,CAM
240699,1,RM
230459,0,CAM
211515,0,GK
191034,0,ST
191034,1,LW
204346,0,CAM
204346,1,LM
204346,2,RM
204346,3,ST
198970,0,CB
194361,0,CB
194361,1,LB
183353,0,RB
183353,1,CB
171321,0,CM
171321,1,CDM
206649,0,CB
201529,0,CB
192824,0,CAM
192824,1,CM
185144,0,ST
241720,0,ST
196151,0,CDM
196151,1,CAM
196151,2,CM
193847,0,CDM
193847,1,CB
193847,2,CM
222775,0,RB
222775,1,RM
146487,0,RM
146487,1,CM
146487,2,LM
198455,0,RB
227638,0,ST
227638,1,RW
213302,0,LW
213302,1,RW
213302,2,RM
207669,0,RM
190516,0,LM
190516,1,RM
232756,0,CB
213556,0,CM
213556,1,RM
213556,2,RWB
205363,0,CB
189490,0,CDM
189490,1,CM
229682,0,CB
229682,1,RB
212018,0,CB
211250,0,CB
244268,0,CAM
244268,1,RW
244268,2,LW
239148,0,CAM
239148,1,CM
239148,2,CF
230188,0,LB
230188,1,LW
219180,0,CB
125995,0,ST
244778,0,LM
244778,1,RM
219690,0,CB
201514,0,RM
194089,0,CM
194089,1,CDM
207657,0,CM
204841,0,ST
204841,1,RW
201257,0,CDM
201257,1,CM
244264,0,CM
244264,1,CAM
201000,0,RB
201000,1,RM
236071,0,LB
236071,1,RB
232487,0,CDM
232487,1,CB
232487,2,CM
157479,0,RB
212519,0,LM
208679,0,GK
187942,0,ST
184614,0,ST
178470,0,LM
178470,1,LB
235814,0,RB
232230,0,LB
232230,1,LM
219174,0,RM
219174,1,RW
230181,0,LB
226085,0,GK
235812,0,ST
228644,0,CDM
54051,0,RM
54051,1,RW
54051,2,LM
163619,0,LM
163619,1,RM
218659,0,LB
218659,1,LWB
212771,0,CAM
212771,1,LW
235554,0,ST
235554,1,LW
235554,2,RW
233250,0,ST
233250,1,LM
233250,2,RM
205858,0,CAM
205858,1,CM
205858,2,RW
235041,0,CDM
235041,1,CM
159265,0,GK
214817,0,ST
214817,1,LM
204320,0,CAM
204320,1,RM
204320,2,CM
196896,0,CM
196896,1,CDM
232223,0,LB
232223,1,LWB
34079,0,LB
209695,0,CAM
209695,1,LM
240409,0,CB
230681,0,LB
230681,1,LM
213017,0,CB
235544,0,CB
235544,1,CDM
168984,0,ST
168984,1,CAM
201240,0,RM
201240,1,LM
199960,0,LM
199960,1,CAM
199960,2,RM
236823,0,GK
208919,0,CAM
208919,1,CM
208919,2,LM
139799,0,ST
209430,0,LM
209430,1,ST
209430,2,RB
235029,0,ST
223765,0,RB
223765,1,CB
223765,2,LB
177684,0,CB
189459,0,RM
189459,1,LM
189459,2,ST
184338,0,CB
208914,0,CB
184337,0,RM
184337,1,LM
184337,2,CM
205585,0,CDM
205585,1,CM
52752,0,CAM
52752,1,CM
52752,2,RW
178448,0,CM
230672,0,CB
163600,0,GK
215568,0,LM
215568,1,ST
16,0,CM
16,1,CAM
16,2,CDM
36111,0,CDM
36111,1,CM
143119,0,ST
203279,0,CAM
203279,1,ST
181006,0,CDM
181006,1,CM
215309,0,ST
200461,0,RM
189451,0,ST
222475,0,CM
222475,1,CAM
211723,0,CB
241162,0,LW
241162,1,RW
241162,2,CAM
223498,0,CDM
223498,1,CM
222986,0,CB
220938,0,CAM
220938,1,RM
220938,2,LM
149258,0,GK
49161,0,CB
49161,1,LB
177673,0,ST
177673,1,CAM
177673,2,RM
177673,3,LM
225289,0,ST
225289,1,LW
200713,0,CM
200713,1,CDM
200713,2,CAM
229896,0,RB
224003,0,GK
216067,0,CB
216067,1,LB
213763,0,CDM
213763,1,CM
213763,2,LM
206083,0,LM
206083,1,ST
188674,0,CF
188674,1,ST
160770,0,CDM
198146,0,ST
179712,0,RM
179712,1,LM
230400,0,CB
222464,0,GK
210688,0,CM
207872,0,RM
207872,1,LM
207872,2,RWB
207872,3,RB
218623,0,CDM
218623,1,CM
193278,0,CB
193278,1,LB
233982,0,LB
215294,0,ST
188157,0,CM
172285,0,CM
172285,1,CB
172285,2,CDM
167933,0,CDM
167933,1,CM
189436,0,CB
217852,0,CAM
217852,1,RM
217852,2,LM
215292,0,ST
215292,1,RM
208892,0,RB
208892,1,RM
178171,0,CB
178171,1,RB
237819,0,CM
237819,1,CDM
167931,0,GK
202491,0,CM
235002,0,CB
221434,0,CM
221434,1,CAM
217082,0,CB
213498,0,CM
205818,0,CDM
205818,1,CM
199674,0,CB
232441,0,GK
220921,0,CDM
220921,1,CM
183800,0,LM
183800,1,ST
237560,0,LM
237560,1,RM
237560,2,CAM
235512,0,ST
235512,1,CAM
235512,2,RW
235512,3,LW
204280,0,ST
204280,1,LM
204280,2,CAM
184823,0,RM
184823,1,LM
232183,0,RB
232183,1,LB
152567,0,CDM
186614,0,ST
178417,0,CB
177137,0,CDM
177137,1,CB
205553,0,CB
189680,0,LB
189680,1,RB
163824,0,CB
196848,0,ST
231919,0,CM
231919,1,CDM
216814,0,CM
216814,1,CAM
226285,0,GK
185068,0,RW
185068,1,LW
185068,2,LM
169708,0,CDM
169708,1,CM
169708,2,CB
206316,0,LM
186347,0,LB
186347,1,LM
182763,0,ST
176619,0,ST
226539,0,RM
227562,0,LM
227562,1,RM
156650,0,LM
156650,1,RM
219626,0,RB
202986,0,CM
211176,0,LW
240359,0,CB
219879,0,RW
219879,1,CAM
219879,2,RM
219879,3,CF
208615,0,CB
201447,0,CAM
201447,1,CM
201447,2,LM
201447,3,RM
193254,0,RB
177126,0,ST
177126,1,RW
229862,0,CM
229862,1,CAM
226278,0,LM
226278,1,RM
142822,0,CM
142822,1,LM
142822,2,RB
142822,3,RM
175589,0,CB
239845,0,CDM
239845,1,CM
216549,0,ST
216549,1,LW
216549,2,RW
32740,0,GK
216036,0,LB
189923,0,CB
189923,1,LB
224739,0,LM
224739,1,ST
224739,2,RM
221923,0,RB
221923,1,RWB
208099,0,CB
199651,0,CAM
199651,1,RM
199651,2,CF
228321,0,RB
190432,0,CDM
190432,1,CB
183520,0,CDM
183520,1,CM
220128,0,ST
188124,0,CDM
188124,1,CB
189403,0,CB
238555,0,RW
238555,1,CAM
216283,0,LB
216283,1,LWB
210394,0,RB
204250,0,ST
204250,1,RW
199386,0,LW
178393,0,RW
178393,1,ST
234457,0,CM
234457,1,CDM
234457,2,LM
213209,0,CM
213209,1,CDM
199897,0,CDM
199897,1,CM
231640,0,RM
231640,1,LM
231640,2,CAM
233943,0,CDM
233943,1,CM
200918,0,CAM
200918,1,CM
217813,0,GK
235987,0,CDM
235987,1,CM
226515,0,CDM
226515,1,CM
214483,0,RB
214483,1,RM
212947,0,RM
212947,1,RW
184274,0,CB
183249,0,ST
238033,0,GK
237520,0,CDM
237520,1,CM
236496,0,CM
236496,1,CDM
229584,0,RB
229584,1,RWB
241103,0,CB
232655,0,LB
232655,1,RM
232655,2,LM
229071,0,RM
229071,1,RW
229071,2,ST
224975,0,CB
229582,0,CB
210126,0,RM
210126,1,CAM
234701,0,CM
234701,1,CDM
220621,0,LW
220621,1,RW
220621,2,RM
204493,0,CDM
204493,1,CM
148684,0,GK
187339,0,LM
224459,0,RB
224459,1,RWB
216523,0,CB
143306,0,GK
230857,0,ST
230857,1,RW
221641,0,CB
213705,0,RW
213705,1,LW
190664,0,ST
188616,0,ST
